Record Length,2500,Points,-399.99998990E-6,0.0,,Record Length,2500,Points,-399.99998990E-6,0.0,
Sample Interval,400.00000467E-9,s,-399.59998685E-6,0.0,,Sample Interval,400.00000467E-9,s,-399.59998685E-6,159.99999642E-3,
Trigger Point,999.999963052,Samples,-399.19998380E-6,-19.9999996E-3,,Trigger Point,999.999963052,Samples,-399.19998380E-6,159.99999642E-3,
,,,-398.79998076E-6,0.0,,,,,-398.79998076E-6,0.0,
,,,-398.39997771E-6,-39.99999911E-3,,,,,-398.39997771E-6,0.0,
,,,-398.00000377E-6,-19.9999996E-3,,,,,-398.00000377E-6,159.99999642E-3,
Source,CH1,,-397.60000072E-6,-19.9999996E-3,,Source,CH2,,-397.60000072E-6,79.999998212E-3,
Vertical Units,Volts,,-397.19999768E-6,-19.9999996E-3,,Vertical Units,Volts,,-397.19999768E-6,79.999998212E-3,
Vertical Scale,499.999988824E-3,,-396.79999463E-6,0.0,,Vertical Scale,2.0000000,,-396.79999463E-6,79.999998212E-3,
Vertical Offset,0,,-396.39999159E-6,0.0,,Vertical Offset,0,,-396.39999159E-6,79.999998212E-3,
Horizontal Units,s,,-395.99998854E-6,-39.99999911E-3,,Horizontal Units,s,,-395.99998854E-6,79.999998212E-3,
Horizontal Scale,100.0000012E-6,,-395.59998550E-6,-39.99999911E-3,,Horizontal Scale,100.0000012E-6,,-395.59998550E-6,79.999998212E-3,
Pt Fmt,Y,,-395.19998245E-6,0.0,,Pt Fmt,Y,,-395.19998245E-6,0.0,
Yzero,160.00000000E-3,,-394.79997940E-6,-19.9999996E-3,,Yzero,440.000000000E-3,,-394.79997940E-6,79.999998212E-3,
Probe Atten,1.000000,,-394.39997636E-6,0.0,,Probe Atten,1.000000,,-394.39997636E-6,79.999998212E-3,
,,,-394.00000242E-6,-19.9999996E-3,,,,,-394.00000242E-6,0.0,
Note,TDS 1002B - 9:48:37 AM   2/28/2023,,-393.59999937E-6,-19.9999996E-3,,Note,TDS 1002B - 9:48:37 AM   2/28/2023,,-393.59999937E-6,79.999998212E-3,
,,,-393.19999632E-6,-39.99999911E-3,,,,,-393.19999632E-6,79.999998212E-3,
,,,-392.79999328E-6,-19.9999996E-3,,,,,-392.79999328E-6,159.99999642E-3,
,,,-392.39999023E-6,-39.99999911E-3,,,,,-392.39999023E-6,79.999998212E-3,
,,,-391.99998719E-6,-19.9999996E-3,,,,,-391.99998719E-6,79.999998212E-3,
,,,-391.59998414E-6,-19.9999996E-3,,,,,-391.59998414E-6,79.999998212E-3,
,,,-391.19998110E-6,0.0,,,,,-391.19998110E-6,79.999998212E-3,
,,,-390.79997805E-6,19.9999996E-3,,,,,-390.79997805E-6,0.0,
,,,-390.40000411E-6,0.0,,,,,-390.40000411E-6,79.999998212E-3,
,,,-390.00000106E-6,-19.9999996E-3,,,,,-390.00000106E-6,79.999998212E-3,
,,,-389.59999802E-6,-19.9999996E-3,,,,,-389.59999802E-6,79.999998212E-3,
,,,-389.19999497E-6,0.0,,,,,-389.19999497E-6,79.999998212E-3,
,,,-388.79999192E-6,-19.9999996E-3,,,,,-388.79999192E-6,79.999998212E-3,
,,,-388.39998888E-6,-19.9999996E-3,,,,,-388.39998888E-6,79.999998212E-3,
,,,-387.99998583E-6,-59.999998659E-3,,,,,-387.99998583E-6,79.999998212E-3,
,,,-387.59998279E-6,-19.9999996E-3,,,,,-387.59998279E-6,159.99999642E-3,
,,,-387.19997974E-6,-19.9999996E-3,,,,,-387.19997974E-6,79.999998212E-3,
,,,-386.79997670E-6,-19.9999996E-3,,,,,-386.79997670E-6,79.999998212E-3,
,,,-386.40000275E-6,0.0,,,,,-386.40000275E-6,159.99999642E-3,
,,,-385.99999971E-6,-19.9999996E-3,,,,,-385.99999971E-6,79.999998212E-3,
,,,-385.59999666E-6,-39.99999911E-3,,,,,-385.59999666E-6,159.99999642E-3,
,,,-385.19999362E-6,-39.99999911E-3,,,,,-385.19999362E-6,79.999998212E-3,
,,,-384.79999057E-6,-19.9999996E-3,,,,,-384.79999057E-6,79.999998212E-3,
,,,-384.39998752E-6,0.0,,,,,-384.39998752E-6,0.0,
,,,-383.99998448E-6,0.0,,,,,-383.99998448E-6,0.0,
,,,-383.59998143E-6,-39.99999911E-3,,,,,-383.59998143E-6,79.999998212E-3,
,,,-383.19997839E-6,0.0,,,,,-383.19997839E-6,159.99999642E-3,
,,,-382.79997534E-6,-19.9999996E-3,,,,,-382.79997534E-6,79.999998212E-3,
,,,-382.40000140E-6,0.0,,,,,-382.40000140E-6,79.999998212E-3,
,,,-381.99999835E-6,-19.9999996E-3,,,,,-381.99999835E-6,0.0,
,,,-381.59999531E-6,0.0,,,,,-381.59999531E-6,159.99999642E-3,
,,,-381.19999226E-6,-19.9999996E-3,,,,,-381.19999226E-6,79.999998212E-3,
,,,-380.79998922E-6,-19.9999996E-3,,,,,-380.79998922E-6,0.0,
,,,-380.39998617E-6,0.0,,,,,-380.39998617E-6,79.999998212E-3,
,,,-379.99998312E-6,-39.99999911E-3,,,,,-379.99998312E-6,159.99999642E-3,
,,,-379.59998008E-6,-39.99999911E-3,,,,,-379.59998008E-6,0.0,
,,,-379.19997703E-6,0.0,,,,,-379.19997703E-6,79.999998212E-3,
,,,-378.80000309E-6,-19.9999996E-3,,,,,-378.80000309E-6,79.999998212E-3,
,,,-378.40000005E-6,0.0,,,,,-378.40000005E-6,159.99999642E-3,
,,,-377.99999700E-6,-19.9999996E-3,,,,,-377.99999700E-6,79.999998212E-3,
,,,-377.59999395E-6,0.0,,,,,-377.59999395E-6,79.999998212E-3,
,,,-377.19999091E-6,0.0,,,,,-377.19999091E-6,79.999998212E-3,
,,,-376.79998786E-6,0.0,,,,,-376.79998786E-6,159.99999642E-3,
,,,-376.39998482E-6,-39.99999911E-3,,,,,-376.39998482E-6,79.999998212E-3,
,,,-375.99998177E-6,0.0,,,,,-375.99998177E-6,0.0,
,,,-375.59997872E-6,-39.99999911E-3,,,,,-375.59997872E-6,0.0,
,,,-375.19997568E-6,0.0,,,,,-375.19997568E-6,79.999998212E-3,
,,,-374.80000174E-6,-19.9999996E-3,,,,,-374.80000174E-6,159.99999642E-3,
,,,-374.39999869E-6,-19.9999996E-3,,,,,-374.39999869E-6,79.999998212E-3,
,,,-373.99999565E-6,-19.9999996E-3,,,,,-373.99999565E-6,79.999998212E-3,
,,,-373.59999260E-6,-19.9999996E-3,,,,,-373.59999260E-6,79.999998212E-3,
,,,-373.19998955E-6,0.0,,,,,-373.19998955E-6,159.99999642E-3,
,,,-372.79998651E-6,-19.9999996E-3,,,,,-372.79998651E-6,79.999998212E-3,
,,,-372.39998346E-6,-19.9999996E-3,,,,,-372.39998346E-6,79.999998212E-3,
,,,-371.99998042E-6,0.0,,,,,-371.99998042E-6,79.999998212E-3,
,,,-371.59997737E-6,-19.9999996E-3,,,,,-371.59997737E-6,79.999998212E-3,
,,,-371.20000343E-6,0.0,,,,,-371.20000343E-6,159.99999642E-3,
,,,-370.80000038E-6,0.0,,,,,-370.80000038E-6,79.999998212E-3,
,,,-370.39999734E-6,-19.9999996E-3,,,,,-370.39999734E-6,79.999998212E-3,
,,,-369.99999429E-6,-39.99999911E-3,,,,,-369.99999429E-6,0.0,
,,,-369.59999125E-6,-19.9999996E-3,,,,,-369.59999125E-6,159.99999642E-3,
,,,-369.19998820E-6,-19.9999996E-3,,,,,-369.19998820E-6,79.999998212E-3,
,,,-368.79998515E-6,-19.9999996E-3,,,,,-368.79998515E-6,79.999998212E-3,
,,,-368.39998211E-6,0.0,,,,,-368.39998211E-6,159.99999642E-3,
,,,-367.99997906E-6,0.0,,,,,-367.99997906E-6,79.999998212E-3,
,,,-367.59997602E-6,0.0,,,,,-367.59997602E-6,79.999998212E-3,
,,,-367.20000207E-6,-19.9999996E-3,,,,,-367.20000207E-6,79.999998212E-3,
,,,-366.79999903E-6,-19.9999996E-3,,,,,-366.79999903E-6,159.99999642E-3,
,,,-366.39999598E-6,0.0,,,,,-366.39999598E-6,159.99999642E-3,
,,,-365.99999294E-6,-19.9999996E-3,,,,,-365.99999294E-6,79.999998212E-3,
,,,-365.59998989E-6,0.0,,,,,-365.59998989E-6,79.999998212E-3,
,,,-365.19998685E-6,-19.9999996E-3,,,,,-365.19998685E-6,79.999998212E-3,
,,,-364.79998380E-6,-19.9999996E-3,,,,,-364.79998380E-6,79.999998212E-3,
,,,-364.39998075E-6,-19.9999996E-3,,,,,-364.39998075E-6,0.0,
,,,-363.99997771E-6,0.0,,,,,-363.99997771E-6,79.999998212E-3,
,,,-363.60000377E-6,19.9999996E-3,,,,,-363.60000377E-6,79.999998212E-3,
,,,-363.20000072E-6,-19.9999996E-3,,,,,-363.20000072E-6,159.99999642E-3,
,,,-362.79999767E-6,0.0,,,,,-362.79999767E-6,79.999998212E-3,
,,,-362.39999463E-6,0.0,,,,,-362.39999463E-6,79.999998212E-3,
,,,-361.99999158E-6,0.0,,,,,-361.99999158E-6,79.999998212E-3,
,,,-361.59998854E-6,-19.9999996E-3,,,,,-361.59998854E-6,0.0,
,,,-361.19998549E-6,0.0,,,,,-361.19998549E-6,0.0,
,,,-360.79998245E-6,-39.99999911E-3,,,,,-360.79998245E-6,79.999998212E-3,
,,,-360.39997940E-6,0.0,,,,,-360.39997940E-6,79.999998212E-3,
,,,-359.99997635E-6,-19.9999996E-3,,,,,-359.99997635E-6,79.999998212E-3,
,,,-359.60000241E-6,-39.99999911E-3,,,,,-359.60000241E-6,79.999998212E-3,
,,,-359.19999937E-6,-19.9999996E-3,,,,,-359.19999937E-6,0.0,
,,,-358.79999632E-6,-39.99999911E-3,,,,,-358.79999632E-6,0.0,
,,,-358.39999327E-6,-19.9999996E-3,,,,,-358.39999327E-6,79.999998212E-3,
,,,-357.99999023E-6,-19.9999996E-3,,,,,-357.99999023E-6,79.999998212E-3,
,,,-357.59998718E-6,0.0,,,,,-357.59998718E-6,0.0,
,,,-357.19998414E-6,0.0,,,,,-357.19998414E-6,79.999998212E-3,
,,,-356.79998109E-6,0.0,,,,,-356.79998109E-6,79.999998212E-3,
,,,-356.39997805E-6,-19.9999996E-3,,,,,-356.39997805E-6,159.99999642E-3,
,,,-355.99997500E-6,-39.99999911E-3,,,,,-355.99997500E-6,79.999998212E-3,
,,,-355.60000106E-6,-19.9999996E-3,,,,,-355.60000106E-6,79.999998212E-3,
,,,-355.19999801E-6,-39.99999911E-3,,,,,-355.19999801E-6,79.999998212E-3,
,,,-354.79999497E-6,-19.9999996E-3,,,,,-354.79999497E-6,79.999998212E-3,
,,,-354.39999192E-6,-39.99999911E-3,,,,,-354.39999192E-6,0.0,
,,,-353.99998887E-6,0.0,,,,,-353.99998887E-6,79.999998212E-3,
,,,-353.59998583E-6,-19.9999996E-3,,,,,-353.59998583E-6,159.99999642E-3,
